▶ skipping venv without pytest: /c/Users/given/hermes-audit/hermes-agent/.venv
▶ running per-file parallel test suite via run_tests_parallel.py
  (TZ=UTC LANG=C.UTF-8 PYTHONHASHSEED=0; clean env)
▶ pre-compiling bytecode cache
▶ launching test runner
Discovered 3152 test files (~31960 tests) under ['tests']; running with -j 32
[  0.0% |     3/~31960 | ✓3 | ✗0] ✓ tests\acp\test_auth.py (3✓, 12.9s)
  ║ FAILED tests/run_agent/test_start_order_gate.py::test_gate_timeout_stays_under_the_batch_deadline
  ║ FAILED tests/run_agent/test_start_order_gate.py::test_abandoned_batch_does_not_dispatch_late
  ║ FAILED tests/run_agent/test_start_order_gate.py::test_capacity_rejection_does_not_starve_later_workers
  ║ ============================= 4 failed in 34.66s ==============================
  ║
  ║  Repro: python -m pytest tests\run_agent\test_start_order_gate.py
  ╚╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍

[ 65.1% | 20796/~31960 | ✓22744 | ✗   99] ✓ tests\run_agent\test_context_token_tracking.py (5✓, 255.2s)
[ 65.1% | 20798/~31960 | ✓22746 | ✗   99] ✓ tests\run_agent\test_strip_reasoning_tags_cli.py (2✓, 22.9s)
[ 65.1% | 20804/~31960 | ✓22752 | ✗   99] ✓ tests\run_agent\test_request_client_reuse_abort_races.py (6✓, 108.1s)
[ 65.2% | 20838/~31960 | ✓22786 | ✗   99] ✓ tests\run_agent\test_steer.py (34✓, 74.2s)
[ 65.2% | 20842/~31960 | ✓22795 | ✗   99] ✓ tests\run_agent\test_summarize_api_error.py (9✓, 29.6s)
[ 65.2% | 20848/~31960 | ✓22801 | ✗   99] ✓ tests\run_agent\test_stream_stale_breaker_reset.py (6✓, 73.5s)
[ 65.2% | 20851/~31960 | ✓22804 | ✗   99] ✓ tests\run_agent\test_strict_api_validation.py (3✓, 55.4s)
[ 65.3% | 20859/~31960 | ✓22812 | ✗   99] ✓ tests\run_agent\test_stream_drop_logging.py (8✓, 89.4s)
[ 65.3% | 20876/~31960 | ✓22829 | ✗   99] ✓ tests\run_agent\test_partial_stream_finish_reason.py (17✓, 177.7s)
[ 65.3% | 20881/~31960 | ✓22834 | ✗   99] ✓ tests\run_agent\test_switch_model_pool_reload_52727.py (5✓, 27.9s)
[ 65.3% | 20885/~31960 | ✓22838 | ✗   99] ✓ tests\run_agent\test_switch_model_rollback.py (4✓, 23.9s)
[ 65.4% | 20886/~31960 | ✓22839 | ✗   99] ✓ tests\run_agent\test_switch_model_stale_base_url.py (1✓, 22.0s)
[ 65.4% | 20913/~31960 | ✓22865 | ✗  100] ✗ tests\run_agent\test_moa_loop_mode.py (26✓ 1✗, 204.2s)

  ╔╍ Failed: tests\run_agent\test_moa_loop_mode.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║     
  ║         refs = [
  ║             {"provider": "p1", "model": "ok"},
  ║             {"provider": "moa", "model": "preset"},  # recursion guard, not dispatched
  ║             {"provider": "p2", "model": "boom"},  # failure isolated
  ║             {"provider": "p3", "model": "ok"},
  ║         ]
  ║     
  ║         start = time.monotonic()
  ║         out = moa_loop._run_references_parallel(
  ║             refs, [{"role": "user", "content": "hi"}], temperature=0.6, max_tokens=64
  ║         )
  ║         elapsed = time.monotonic() - start
  ║     
  ║         # Two 0.5s sleeps run concurrently → well under the 1.0s serial floor.
  ║         # Threshold sits at 0.95s (not tight against 0.5s) to tolerate CI
  ║         # thread-pool startup jitter while still failing hard if the two calls
  ║         # ran serially (which would be ≥1.0s).
  ║ >       assert elapsed < 0.95, f"references did not run in parallel (took {elapsed:.2f}s)"
  ║ E       AssertionError: references did not run in parallel (took 1.72s)
  ║ E       assert 1.7190000000118744 < 0.95
  ║ 
  ║ tests\run_agent\test_moa_loop_mode.py:578: AssertionError
  ║ ------------------------------ Captured log call ------------------------------
  ║ WARNING  agent.model_metadata:model_metadata.py:395 Could not determine context length for model 'ok' (base_url=default) — falling back to 256,000 tokens. Set model.context_length in config.yaml to override.
  ║ WARNING  agent.model_metadata:model_metadata.py:395 Could not determine context length for model 'boom' (base_url=default) — falling back to 256,000 tokens. Set model.context_length in config.yaml to override.
  ║ WARNING  agent.moa_loop:moa_loop.py:638 MoA reference model p2:boom failed: kaboom
  ║ =========================== short test summary info ===========================
  ║ FAILED tests/run_agent/test_moa_loop_mode.py::test_references_run_in_parallel
  ║ ================== 1 failed, 26 passed in 105.43s (0:01:45) ===================
  ║
  ║  Repro: python -m pytest tests\run_agent\test_moa_loop_mode.py
  ╚╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍

[ 65.4% | 20916/~31960 | ✓22868 | ✗  100] ✓ tests\run_agent\test_switch_model_fallback_prune.py (3✓, 40.7s)
[ 65.5% | 20918/~31960 | ✓22870 | ✗  100] ✓ tests\run_agent\test_switch_model_reasoning_override.py (2✓, 33.5s)
[ 65.5% | 20922/~31960 | ✓22874 | ✗  100] ✓ tests\run_agent\test_stream_stale_circuit_breaker.py (4✓, 92.0s)
[ 65.5% | 20938/~31960 | ✓22890 | ✗  100] ✓ tests\run_agent\test_reset_aware_primary_restore.py (16✓, 138.8s)
[ 65.6% | 20957/~31960 | ✓22909 | ✗  100] ✓ tests\run_agent\test_thinking_only_sanitizer.py (19✓, 31.6s)
[ 65.6% | 20959/~31960 | ✓22911 | ✗  100] ✓ tests\run_agent\test_switch_model_reapplies_headers.py (2✓, 40.1s)
[ 65.6% | 20963/~31960 | ✓22915 | ✗  100] ✓ tests\run_agent\test_thinking_sig_recovery_persistence.py (4✓, 19.4s)
[ 65.6% | 20977/~31960 | ✓22929 | ✗  100] ✓ tests\run_agent\test_provider_fallback.py (14✓, 170.2s)
[ 65.7% | 20984/~31960 | ✓22936 | ✗  100] ✓ tests\run_agent\test_stream_single_writer_65991.py (7✓, 107.3s)
[ 65.7% | 20989/~31960 | ✓22941 | ✗  100] ✓ tests\run_agent\test_stream_interrupt_retry.py (5✓, 109.9s)
[ 65.7% | 20996/~31960 | ✓22948 | ✗  100] ✓ tests\run_agent\test_tls_fd_recycle_corruption.py (7✓, 24.0s)
[ 65.7% | 21002/~31960 | ✓22954 | ✗  100] ✓ tests\run_agent\test_tool_call_args_sanitizer.py (6✓, 19.2s)
[ 65.7% | 21005/~31960 | ✓22957 | ✗  100] ✓ tests\run_agent\test_tool_executor_contextvar_propagation.py (3✓, 15.7s)
[ 65.7% | 21008/~31960 | ✓22960 | ✗  100] ✓ tests\run_agent\test_thinking_prefill_trailing_turn.py (3✓, 36.9s)
[ 65.8% | 21027/~31960 | ✓22979 | ✗  100] ✓ tests\run_agent\test_tool_arg_coercion.py (19✓, 30.7s)
[ 65.8% | 21032/~31960 | ✓22984 | ✗  100] ✓ tests\run_agent\test_tool_activity_heartbeat.py (5✓, 30.8s)
[ 65.8% | 21038/~31960 | ✓22990 | ✗  100] ✓ tests\run_agent\test_switch_model_context.py (6✓, 69.8s)
[ 65.8% | 21039/~31960 | ✓22991 | ✗  100] ✓ tests\run_agent\test_tool_name_db_persistence.py (1✓, 23.1s)
[ 65.8% | 21041/~31960 | ✓22993 | ✗  100] ✓ tests\scripts\test_build_skills_index_health.py (2✓, 13.2s)
[ 65.9% | 21048/~31960 | ✓23000 | ✗  100] ✓ tests\run_agent\test_vision_tool_messages.py (7✓, 18.4s)
[ 65.9% | 21051/~31960 | ✓23004 | ✗  100] ✓ tests\scripts\test_smoke_nemo_relay_shared_metrics.py (4✓, 10.1s)
[ 65.9% | 21060/~31960 | ✓23004 | ✗  100] ✗ tests\hermes_cli\test_update_eol_churn.py (9 tests, 604.2s)

  ╔╍ Failed: tests\hermes_cli\test_update_eol_churn.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║ (300s exceeded; process tree SIGKILL'd)
  ║ ============================= test session starts =============================
  ║ platform win32 -- Python 3.11.9, pytest-9.1.1, pluggy-1.6.0
  ║ rootdir: C:\Users\given\hermes-audit\hermes-agent
  ║ configfile: pyproject.toml
  ║ plugins: anyio-4.12.1, asyncio-1.3.0
  ║ asyncio: mode=Mode.STRICT, debug=False, asyncio_default_fixture_loop_scope=None, asyncio_default_test_loop_scope=function
  ║ collected 9 items
  ║ 
  ║ tests\hermes_cli\test_update_eol_churn.py ....s..
  ║
  ║  Repro: python -m pytest tests\hermes_cli\test_update_eol_churn.py
  ╚╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍

[ 65.9% | 21067/~31960 | ✓23011 | ✗  100] ✓ tests\scripts\test_contributor_map.py (7✓, 15.5s)
[ 66.0% | 21084/~31960 | ✓23028 | ✗  100] ✓ tests\run_agent\test_unicode_ascii_codec.py (17✓, 25.2s)
[ 66.0% | 21087/~31960 | ✓23031 | ✗  100] ✓ tests\run_agent\test_token_persistence_non_cli.py (3✓, 42.0s)
[ 66.0% | 21099/~31960 | ✓23043 | ✗  100] ✓ tests\run_agent\test_vision_aware_preprocessing.py (12✓, 23.5s)
[ 66.0% | 21105/~31960 | ✓23049 | ✗  100] ✓ tests\secret_sources\test_error_remediation.py (6✓, 11.0s)
[ 66.1% | 21111/~31960 | ✓23055 | ✗  100] ✓ tests\secret_sources\test_profile_secrets.py (6✓, 11.2s)
[ 66.1% | 21117/~31960 | ✓23061 | ✗  100] ✓ tests\skills\test_actual_setup_skill.py (6✓, 10.3s)
[ 66.1% | 21121/~31960 | ✓23065 | ✗  100] ✓ tests\skills\test_box_skill.py (4✓, 9.8s)
[ 66.1% | 21130/~31960 | ✓23074 | ✗  100] ✓ tests\scripts\test_footgun_subprocess_encoding.py (9✓, 26.7s)
[ 66.2% | 21142/~31960 | ✓23086 | ✗  100] ✓ tests\skills\test_cloudflare_temporary_deploy_skill.py (12✓, 14.4s)
[ 66.2% | 21150/~31960 | ✓23094 | ✗  100] ✓ tests\skills\test_document_to_action_items_skill.py (8✓, 12.2s)
[ 66.2% | 21156/~31960 | ✓23102 | ✗  100] ✓ tests\skills\test_darwinian_evolver_skill.py (8✓, 13.5s)
[ 66.2% | 21168/~31960 | ✓23114 | ✗  100] ✓ tests\skills\test_competitor_news_monitor_skill.py (12✓, 15.2s)
[ 66.3% | 21177/~31960 | ✓23123 | ✗  100] ✓ tests\skills\test_email_inbox_triage_skill.py (9✓, 13.7s)
[ 66.3% | 21188/~31960 | ✓23134 | ✗  100] ✓ tests\run_agent\test_provider_attribution_headers.py (11✓, 211.5s)
[ 66.3% | 21191/~31960 | ✓23145 | ✗  100] ✓ tests\skills\test_comfyui_skill.py (11✓, 18.0s)
[ 66.3% | 21199/~31960 | ✓23153 | ✗  100] ✓ tests\skills\test_fetch_transcript.py (8✓, 12.8s)
[ 66.3% | 21200/~31960 | ✓23154 | ✗  100] ✓ tests\scripts\test_windows_footguns_full_repo_scan.py (1✓, 28.5s)
[ 66.4% | 21210/~31960 | ✓23164 | ✗  100] ✓ tests\skills\test_github_issue_to_pr_skill.py (10✓, 13.3s)
[ 66.4% | 21212/~31960 | ✓23166 | ✗  100] ✓ tests\skills\test_google_workspace_credential_files.py (2✓, 7.7s)
[ 66.4% | 21216/~31960 | ✓23170 | ✗  100] ✓ tests\skills\test_google_workspace_api.py (4✓, 9.5s)
[ 66.4% | 21218/~31960 | ✓23172 | ✗  100] ✓ tests\skills\test_google_workspace_setup.py (2✓, 7.2s)
[ 66.4% | 21230/~31960 | ✓23204 | ✗  100] ✓ tests\secret_sources\test_secret_source_registry.py (32✓, 28.2s)
[ 66.9% | 21393/~31960 | ✓23204 | ✗  100] ✗ tests\hermes_cli\test_web_server.py (163 tests, 601.3s)

  ╔╍ Failed: tests\hermes_cli\test_web_server.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║ (300s exceeded; process tree SIGKILL'd)
  ║ ============================= test session starts =============================
  ║ platform win32 -- Python 3.11.9, pytest-9.1.1, pluggy-1.6.0
  ║ rootdir: C:\Users\given\hermes-audit\hermes-agent
  ║ configfile: pyproject.toml
  ║ plugins: anyio-4.12.1, asyncio-1.3.0
  ║ asyncio: mode=Mode.STRICT, debug=False, asyncio_default_fixture_loop_scope=None, asyncio_default_test_loop_scope=function
  ║ collected 165 items
  ║ 
  ║ tests\hermes_cli\test_web_server.py ........s........................... [ 21%]
  ║ ..............................
  ║
  ║  Repro: python -m pytest tests\hermes_cli\test_web_server.py
  ╚╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍

[ 67.0% | 21401/~31960 | ✓23212 | ✗  100] ✓ tests\skills\test_google_workspace_daily_brief_reference.py (8✓, 10.3s)
[ 67.0% | 21405/~31960 | ✓23216 | ✗  100] ✓ tests\skills\test_google_workspace_setup_deps.py (4✓, 9.9s)
[ 67.0% | 21409/~31960 | ✓23220 | ✗  100] ✓ tests\skills\test_hyperliquid_skill.py (4✓, 8.4s)
[ 67.0% | 21413/~31960 | ✓23224 | ✗  100] ✓ tests\skills\test_mcp_oauth_remote_gateway_skill.py (4✓, 8.8s)
[ 67.0% | 21422/~31960 | ✓23233 | ✗  100] ✓ tests\skills\test_har_derived_api_client_skill.py (9✓, 11.5s)
[ 67.1% | 21432/~31960 | ✓23243 | ✗  100] ✓ tests\skills\test_meeting_action_items_skill.py (10✓, 10.5s)
[ 67.1% | 21435/~31960 | ✓23246 | ✗  100] ✓ tests\run_agent\test_wait_state_visibility.py (3✓, 51.6s)
[ 67.1% | 21444/~31960 | ✓23255 | ✗  100] ✓ tests\skills\test_merge_reconciler_skill.py (9✓, 10.6s)
[ 67.1% | 21449/~31960 | ✓23261 | ✗  100] ✓ tests\skills\test_pinecone_research_skill.py (6✓, 8.5s)
[ 67.1% | 21453/~31960 | ✓23265 | ✗  100] ✓ tests\skills\test_telephony_skill.py (4✓, 8.2s)
[ 67.2% | 21465/~31960 | ✓23277 | ✗  100] ✓ tests\skills\test_product_price_monitor_skill.py (12✓, 10.7s)
[ 67.2% | 21470/~31960 | ✓23286 | ✗  100] ✓ tests\skills\test_sdlc_review_skill.py (9✓, 9.5s)
[ 67.2% | 21474/~31960 | ✓23306 | ✗  100] ✓ tests\skills\test_github_credential_token.py (20✓, 29.1s)
[ 67.2% | 21484/~31960 | ✓23316 | ✗  100] ✓ tests\skills\test_social_media_content_calendar_skill.py (10✓, 9.6s)
[ 67.2% | 21491/~31960 | ✓23323 | ✗  100] ✓ tests\skills\test_tldraw_offline_skill.py (7✓, 8.4s)
[ 67.2% | 21492/~31960 | ✓23324 | ✗  100] ✓ tests\skills\test_xurl_article_ingestion_docs.py (1✓, 6.3s)
[ 67.3% | 21508/~31960 | ✓23340 | ✗  100] ✓ tests\skills\test_openclaw_migration_hardening.py (16✓, 16.5s)
[ 67.3% | 21511/~31960 | ✓23343 | ✗  100] ✓ tests\skills\test_xurl_x_search_routing.py (3✓, 7.8s)
[ 67.3% | 21519/~31960 | ✓23372 | ✗  100] ✓ tests\skills\test_office_document_skills.py (29✓, 19.4s)
[ 67.4% | 21530/~31960 | ✓23383 | ✗  100] ✓ tests\skills\test_weekly_review_planning_skill.py (11✓, 11.2s)
[ 67.4% | 21535/~31960 | ✓23388 | ✗  100] ✓ tests\skills\test_youtube_quiz.py (5✓, 7.8s)
[ 67.4% | 21539/~31960 | ✓23392 | ✗  100] ✓ tests\state\test_disk_full_error.py (4✓, 7.8s)
[ 67.4% | 21554/~31960 | ✓23407 | ✗  100] ✓ tests\skills\test_memento_cards.py (15✓, 22.0s)
[ 67.5% | 21576/~31960 | ✓23429 | ✗  100] ✓ tests\run_agent\test_turn_completion_explainer.py (22✓, 68.5s)
[ 67.5% | 21576/~31960 | ✓23429 | ✗  100] ✓ tests\stress\test_benchmarks.py (3.4s)
[ 67.5% | 21576/~31960 | ✓23429 | ✗  100] ✓ tests\stress\test_atypical_scenarios.py (3.6s)
[ 67.5% | 21576/~31960 | ✓23429 | ✗  100] ✓ tests\stress\test_concurrency.py (3.9s)
[ 67.5% | 21576/~31960 | ✓23429 | ✗  100] ✓ tests\stress\test_concurrency_mixed.py (4.0s)
[ 67.5% | 21576/~31960 | ✓23429 | ✗  100] ✓ tests\stress\test_concurrency_parent_gate.py (3.8s)
[ 67.5% | 21578/~31960 | ✓23431 | ✗  100] ✓ tests\state\test_dedupe_migration_contention.py (2✓, 14.2s)
[ 67.5% | 21578/~31960 | ✓23431 | ✗  100] ✓ tests\stress\test_property_fuzzing.py (3.4s)
[ 67.5% | 21578/~31960 | ✓23431 | ✗  100] ✓ tests\stress\test_concurrency_reclaim_race.py (3.5s)
[ 67.5% | 21578/~31960 | ✓23431 | ✗  100] ✓ tests\stress\test_subprocess_e2e.py (3.6s)
[ 67.6% | 21589/~31960 | ✓23431 | ✗  100] ✓ tests\test_atomic_write_text_metadata.py (11s, 4.1s)
[ 67.6% | 21593/~31960 | ✓23435 | ✗  100] ✓ tests\state\test_no_more_rows_retry.py (4✓, 17.8s)
[ 67.6% | 21597/~31960 | ✓23439 | ✗  100] ✓ tests\test_account_usage.py (4✓, 7.0s)
[ 67.6% | 21601/~31960 | ✓23443 | ✗  100] ✓ tests\test_background_review_list_shapes.py (4✓, 6.4s)
[ 67.7% | 21631/~31960 | ✓23473 | ✗  100] ✓ tests\skills\test_unbroker_skill.py (30✓, 25.2s)
[ 67.7% | 21635/~31960 | ✓23477 | ✗  100] ✓ tests\test_audio_playback_guard.py (4✓, 7.1s)
[ 67.7% | 21649/~31960 | ✓23477 | ✗  100] ✗ tests\hermes_cli\test_win_pty_bridge.py (14 tests, 601.8s)

  ╔╍ Failed: tests\hermes_cli\test_win_pty_bridge.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║ (300s exceeded; process tree SIGKILL'd)
  ║ ============================= test session starts =============================
  ║ platform win32 -- Python 3.11.9, pytest-9.1.1, pluggy-1.6.0
  ║ rootdir: C:\Users\given\hermes-audit\hermes-agent
  ║ configfile: pyproject.toml
  ║ plugins: anyio-4.12.1, asyncio-1.3.0
  ║ asyncio: mode=Mode.STRICT, debug=False, asyncio_default_fixture_loop_scope=None, asyncio_default_test_loop_scope=function
  ║ collected 14 items
  ║ 
  ║ tests\hermes_cli\test_win_pty_bridge.py ..s..
  ║
  ║  Repro: python -m pytest tests\hermes_cli\test_win_pty_bridge.py
  ╚╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍

[ 67.8% | 21653/~31960 | ✓23481 | ✗  100] ✓ tests\state\test_session_model_usage_pk_heal.py (4✓, 19.3s)
[ 67.8% | 21660/~31960 | ✓23488 | ✗  100] ✓ tests\run_agent\test_verification_continuation_budget.py (7✓, 85.0s)
[ 67.9% | 21707/~31960 | ✓23535 | ✗  100] ✓ tests\skills\test_grounded_citations_skill.py (47✓, 44.9s)
[ 68.0% | 21721/~31960 | ✓23549 | ✗  100] ✓ tests\test_base_url_hostname.py (14✓, 10.1s)
[ 68.0% | 21732/~31960 | ✓23549 | ✗  100] ✓ tests\test_command_secret_source.py (11s, 3.7s)
[ 68.0% | 21734/~31960 | ✓23552 | ✗  100] ✓ tests\test_batch_runner_durability.py (3✓, 11.0s)
[ 68.0% | 21736/~31960 | ✓23554 | ✗  100] ✓ tests\test_cli_manual_compress.py (2✓, 8.9s)
[ 68.0% | 21746/~31960 | ✓23564 | ✗  100] ✓ tests\run_agent\test_tool_call_guardrail_runtime.py (10✓, 100.8s)
[ 68.1% | 21753/~31960 | ✓23571 | ✗  100] ✓ tests\test_code_skew.py (7✓, 9.7s)
[ 68.1% | 21761/~31960 | ✓23579 | ✗  100] ✓ tests\test_cli_skin_integration.py (8✓, 10.3s)
[ 68.1% | 21767/~31960 | ✓23579 | ✗  100] ✓ tests\test_credential_file_permissions.py (6s, 3.8s)
[ 68.2% | 21781/~31960 | ✓23593 | ✗  100] ✓ tests\test_batch_runner_checkpoint.py (14✓, 18.5s)
[ 68.2% | 21787/~31960 | ✓23599 | ✗  100] ✓ tests\state\test_write_lock_patience.py (6✓, 32.0s)
[ 68.2% | 21789/~31960 | ✓23601 | ✗  100] ✓ tests\test_cron_manage_profile_scope.py (2✓, 8.4s)
[ 68.2% | 21809/~31960 | ✓23619 | ✗  101] ✗ tests\skills\test_openclaw_migration.py (18✓ 1✗ 1s, 52.0s)

  ╔╍ Failed: tests\skills\test_openclaw_migration.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║     func()
  ║ optional-skills\migration\openclaw-migration\scripts\openclaw_to_hermes.py:1386: in migrate_command_allowlist
  ║     backup_path = self.maybe_backup(destination)
  ║                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
